Date,Year,Month,WeekOfYear,DayOfWeek,DayOfYear,Hour,Data Entity,Severity,Latitude,Longitude ,Intersection Id
2021-07-12,2021,7,28,0,193,11,CRUE/SEM,5.0,7.1179363,-73.1180672,24
2021-07-12,2021,7,28,0,193,7,CRUE/SEM,5.0,7.1152547,-73.1021935,1099
2021-07-12,2021,7,28,0,193,7,CRUE/SEM,5.0,7.1114696,-73.1321456,403
2021-07-12,2021,7,28,0,193,7,CRUE/SEM,3.0,7.1073874,-73.1364357,4
2021-07-12,2021,7,28,0,193,7,CRUE/SEM,3.0,7.1328486,-73.1262912,777
2021-07-12,2021,7,28,0,193,7,CRUE/SEM,5.0,7.1490341,-73.1346839,321
2021-07-12,2021,7,28,0,193,8,CRUE/SEM,5.0,7.1178498,-73.1168055,26
2021-07-12,2021,7,28,0,193,7,CRUE/SEM,5.0,7.1129285,-73.1243892,243
2021-07-12,2021,7,28,0,193,8,CRUE/SEM,5.0,7.1254834,-73.1219674,6
2021-07-12,2021,7,28,0,193,9,CRUE/SEM,5.0,7.1469879,-73.1331975,59
2021-07-12,2021,7,28,0,193,9,CRUE/SEM,5.0,7.1256426,-73.1289559,235
2021-07-12,2021,7,28,0,193,9,CRUE/SEM,5.0,7.0842998,-73.1444873,164
2021-07-12,2021,7,28,0,193,10,CRUE/SEM,5.0,7.1280736,-73.111674,17
2021-07-12,2021,7,28,0,193,10,CRUE/SEM,1.0,7.0901274,-73.1346464,759
2021-07-12,2021,7,28,0,193,10,CRUE/SEM,5.0,7.1185337,-73.1103612,264
2021-07-12,2021,7,28,0,193,10,CRUE/SEM,5.0,7.119349,-73.1227416,0
2021-07-12,2021,7,28,0,193,10,CRUE/SEM,5.0,7.1114696,-73.1321456,403
2021-07-12,2021,7,28,0,193,10,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-07-12,2021,7,28,0,193,11,CRUE/SEM,3.0,7.12779,-73.11946,1
2021-07-12,2021,7,28,0,193,14,CRUE/SEM,3.0,7.107093,-73.1149,10
2021-07-12,2021,7,28,0,193,15,CRUE/SEM,5.0,7.1448432,-73.1277843,76
2021-07-12,2021,7,28,0,193,15,CRUE/SEM,5.0,7.1171088,-73.1155815,60
2021-07-12,2021,7,28,0,193,15,CRUE/SEM,5.0,7.1074262,-73.1195395,500
2021-07-12,2021,7,28,0,193,15,CRUE/SEM,5.0,7.119349,-73.1227416,0
2021-07-12,2021,7,28,0,193,15,CRUE/SEM,3.0,7.1251836,-73.1212736,339
2021-07-12,2021,7,28,0,193,15,CRUE/SEM,5.0,7.099637,-73.126805,297
2021-07-12,2021,7,28,0,193,19,CRUE/SEM,3.0,7.1480639,-73.1306846,497
2021-07-12,2021,7,28,0,193,16,CRUE/SEM,5.0,7.085625,-73.1107841,190
2021-07-12,2021,7,28,0,193,18,CRUE/SEM,3.0,7.149007,-73.1248932,25
2021-07-12,2021,7,28,0,193,17,CRUE/SEM,3.0,7.0996939,-73.1073169,29
2021-07-12,2021,7,28,0,193,19,CRUE/SEM,3.0,7.1199437,-73.1327042,623
2021-07-12,2021,7,28,0,193,19,CRUE/SEM,3.0,7.1480639,-73.1306846,497
2021-07-12,2021,7,28,0,193,14,CRUE/SEM,3.0,7.107093,-73.1149,10
2021-07-12,2021,7,28,0,193,12,CRUE/SEM,3.0,7.0996071,-73.1111113,74
2021-07-12,2021,7,28,0,193,16,CRUE/SEM,2.0,7.1468249,-73.1248881,296
2021-07-12,2021,7,28,0,193,18,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-07-12,2021,7,28,0,193,18,CRUE/SEM,5.0,7.1314405,-73.1302031,166
2021-07-12,2021,7,28,0,193,18,CRUE/SEM,,7.1215017,-73.1187986,506
2021-07-12,2021,7,28,0,193,18,CRUE/SEM,3.0,7.124565,-73.1281227,445
2021-07-12,2021,7,28,0,193,17,CRUE/SEM,4.0,7.119349,-73.1227416,0
2021-07-13,2021,7,28,1,194,14,CRUE/SEM,,7.1254834,-73.1219674,6
2021-07-13,2021,7,28,1,194,12,CRUE/SEM,3.0,7.1219956,-73.1197926,31
2021-07-13,2021,7,28,1,194,12,CRUE/SEM,,7.1218513,-73.1201512,31
2021-07-13,2021,7,28,1,194,0,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-13,2021,7,28,1,194,11,CRUE/SEM,,7.0995771,-73.128345,345
2021-07-13,2021,7,28,1,194,10,CRUE/SEM,,7.1106827,-73.1201123,136
2021-07-13,2021,7,28,1,194,9,CRUE/SEM,3.0,7.0884429,-73.1079322,11
2021-07-13,2021,7,28,1,194,9,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-13,2021,7,28,1,194,9,CRUE/SEM,,7.0801099,-73.1202646,892
2021-07-13,2021,7,28,1,194,0,CRUE/SEM,,7.1315636,-73.1254086,19
2021-07-13,2021,7,28,1,194,7,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-13,2021,7,28,1,194,0,CRUE/SEM,,7.1133274,-73.1069115,457
2021-07-13,2021,7,28,1,194,0,CRUE/SEM,,7.101602,-73.114401,918
2021-07-13,2021,7,28,1,194,0,CRUE/SEM,,7.1151667,-73.1074603,495
2021-07-13,2021,7,28,1,194,18,CRUE/SEM,,7.1416895,-73.1347771,567
2021-07-13,2021,7,28,1,194,18,CRUE/SEM,4.0,7.1253291,-73.1099189,724
2021-07-13,2021,7,28,1,194,14,CRUE/SEM,3.0,7.1542512,-73.1313392,95
2021-07-13,2021,7,28,1,194,21,CRUE/SEM,3.0,7.1177887,-73.1197468,15
2021-07-13,2021,7,28,1,194,15,CRUE/SEM,,7.0944337,-73.1364357,57
2021-07-13,2021,7,28,1,194,14,CRUE/SEM,3.0,7.1412614,-73.1331857,36
2021-07-13,2021,7,28,1,194,15,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-13,2021,7,28,1,194,6,CRUE/SEM,3.0,7.1005421,-73.1091429,239
2021-07-14,2021,7,28,2,195,14,CRUE/SEM,,7.1370982,-73.1208382,312
2021-07-14,2021,7,28,2,195,15,CRUE/SEM,3.0,7.1176071,-73.1165169,26
2021-07-14,2021,7,28,2,195,16,CRUE/SEM,3.0,7.1018672,-73.1259966,56
2021-07-14,2021,7,28,2,195,16,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-14,2021,7,28,2,195,16,CRUE/SEM,,7.0974867,-73.1142211,111
2021-07-14,2021,7,28,2,195,17,CRUE/SEM,,7.1076693,-73.1364925,4
2021-07-14,2021,7,28,2,195,18,CRUE/SEM,3.0,7.1139916,-73.1190497,317
2021-07-14,2021,7,28,2,195,18,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-07-14,2021,7,28,2,195,18,CRUE/SEM,3.0,7.1250107,-73.1244345,341
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.1448432,-73.1277843,76
2021-07-14,2021,7,28,2,195,16,CRUE/SEM,2.0,7.1250107,-73.1244345,341
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.1129301,-73.1286651,148
2021-07-14,2021,7,28,2,195,21,CRUE/SEM,3.0,7.1039319,-73.1107608,22
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.123349,-73.11903,144
2021-07-14,2021,7,28,2,195,4,CRUE/SEM,2.0,7.1133545,-73.1146811,138
2021-07-14,2021,7,28,2,195,5,CRUE/SEM,,7.0879932,-73.1297069,87
2021-07-14,2021,7,28,2,195,6,CRUE/SEM,2.0,7.1254834,-73.1219674,6
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.1280736,-73.111674,17
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.1185475,-73.1265888,97
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.0996427,-73.1141281,158
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.1169172,-73.1215558,205
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.1106882,-73.116284,282
2021-07-14,2021,7,28,2,195,20,CRUE/SEM,3.0,7.1035117,-73.1196165,88
2021-07-14,2021,7,28,2,195,21,CRUE/SEM,2.0,7.1002472,-73.1074716,94
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.107093,-73.1149,10
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.1260706,-73.1180867,197
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.1239276,-73.1172844,149
2021-07-14,2021,7,28,2,195,14,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.1052471,-73.1219815,33
2021-07-14,2021,7,28,2,195,14,CRUE/SEM,3.0,7.1163643,-73.1109053,146
2021-07-14,2021,7,28,2,195,13,CRUE/SEM,,7.1128169,-73.1134655,967
2021-07-14,2021,7,28,2,195,5,CRUE/SEM,3.0,7.113306,-73.1236018,13
2021-07-14,2021,7,28,2,195,6,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-07-14,2021,7,28,2,195,6,CRUE/SEM,3.0,7.1290785,-73.1244498,41
2021-07-14,2021,7,28,2,195,7,CRUE/SEM,3.0,7.1367914,-73.1253339,285
2021-07-14,2021,7,28,2,195,7,CRUE/SEM,3.0,7.0915539,-73.107369,107
2021-07-14,2021,7,28,2,195,7,CRUE/SEM,3.0,7.1052471,-73.1219815,33
2021-07-14,2021,7,28,2,195,7,CRUE/SEM,,7.1039319,-73.1107608,22
2021-07-14,2021,7,28,2,195,8,CRUE/SEM,3.0,7.1248876,-73.1264007,375
2021-07-14,2021,7,28,2,195,9,CRUE/SEM,3.0,7.1169081,-73.1258861,260
2021-07-14,2021,7,28,2,195,9,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-14,2021,7,28,2,195,10,CRUE/SEM,,7.1316984,-73.1304337,166
2021-07-14,2021,7,28,2,195,10,CRUE/SEM,,7.089364,-73.1324768,9
2021-07-14,2021,7,28,2,195,10,CRUE/SEM,,7.1280736,-73.111674,17
2021-07-14,2021,7,28,2,195,11,CRUE/SEM,,7.1210165,-73.1278121,374
2021-07-14,2021,7,28,2,195,11,CRUE/SEM,,7.0839261,-73.1150443,49
2021-07-14,2021,7,28,2,195,11,CRUE/SEM,3.0,7.133097,-73.1148368,509
2021-07-14,2021,7,28,2,195,11,CRUE/SEM,2.0,7.1036949,-73.1167834,585
2021-07-14,2021,7,28,2,195,11,CRUE/SEM,3.0,7.133097,-73.1148368,509
2021-07-14,2021,7,28,2,195,12,CRUE/SEM,,7.1117321,-73.102918,551
2021-07-14,2021,7,28,2,195,12,CRUE/SEM,3.0,7.0762769,-73.1182268,367
2021-07-14,2021,7,28,2,195,13,CRUE/SEM,3.0,7.110472,-73.1194085,5
2021-07-14,2021,7,28,2,195,0,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-15,2021,7,28,3,196,17,CRUE/SEM,3.0,7.1304878,-73.1103568,187
2021-07-15,2021,7,28,3,196,17,CRUE/SEM,,7.1371007,-73.1280684,661
2021-07-15,2021,7,28,3,196,20,CRUE/SEM,3.0,7.1222989,-73.1091763,737
2021-07-15,2021,7,28,3,196,18,CRUE/SEM,,7.1193124,-73.1341758,888
2021-07-15,2021,7,28,3,196,0,CRUE/SEM,,7.0909342,-73.1190155,117
2021-07-15,2021,7,28,3,196,7,CRUE/SEM,3.0,7.1214127,-73.1194189,50
2021-07-15,2021,7,28,3,196,7,CRUE/SEM,3.0,7.1360261,-73.1180596,566
2021-07-15,2021,7,28,3,196,7,CRUE/SEM,3.0,7.1360261,-73.1180596,566
2021-07-15,2021,7,28,3,196,8,CRUE/SEM,,7.1218914,-73.115325,659
2021-07-15,2021,7,28,3,196,8,CRUE/SEM,,7.1261221,-73.1250146,488
2021-07-15,2021,7,28,3,196,10,CRUE/SEM,,7.0839261,-73.1150443,49
2021-07-15,2021,7,28,3,196,10,CRUE/SEM,,7.1052471,-73.1219815,33
2021-07-15,2021,7,28,3,196,8,CRUE/SEM,,7.133097,-73.1148368,509
2021-07-15,2021,7,28,3,196,12,CRUE/SEM,3.0,7.1323365,-73.119849,347
2021-07-15,2021,7,28,3,196,11,CRUE/SEM,,7.109389,-73.1170864,193
2021-07-15,2021,7,28,3,196,17,CRUE/SEM,,7.1443125,-73.1357486,43
2021-07-15,2021,7,28,3,196,16,CRUE/SEM,,7.113306,-73.1236018,13
2021-07-15,2021,7,28,3,196,17,CRUE/SEM,3.0,7.130147,-73.1318258,1041
2021-07-15,2021,7,28,3,196,15,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-07-15,2021,7,28,3,196,15,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-07-15,2021,7,28,3,196,14,CRUE/SEM,,7.1530817,-73.1429376,237
2021-07-15,2021,7,28,3,196,13,CRUE/SEM,,7.09382,-73.13018,70
2021-07-15,2021,7,28,3,196,12,CRUE/SEM,3.0,7.092011,-73.116142,692
2021-07-15,2021,7,28,3,196,15,CRUE/SEM,3.0,7.1296929,-73.1062655,413
2021-07-16,2021,7,28,4,197,7,CRUE/SEM,3.0,7.1039319,-73.1107608,22
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.100312,-73.1157765,1108
2021-07-16,2021,7,28,4,197,7,CRUE/SEM,3.0,7.1039319,-73.1107608,22
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,2.0,7.1156682,-73.1232217,20
2021-07-16,2021,7,28,4,197,6,CRUE/SEM,3.0,7.1052471,-73.1219815,33
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.1151667,-73.1074603,495
2021-07-16,2021,7,28,4,197,16,CRUE/SEM,3.0,7.1409989,-73.133307,36
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.1133274,-73.1069115,457
2021-07-16,2021,7,28,4,197,21,CRUE/SEM,,7.1371584,-73.1320633,438
2021-07-16,2021,7,28,4,197,19,CRUE/SEM,3.0,7.1362934,-73.1241398,314
2021-07-16,2021,7,28,4,197,20,CRUE/SEM,,7.1083617,-73.1337374,1040
2021-07-16,2021,7,28,4,197,19,CRUE/SEM,,7.12775,-73.127347,185
2021-07-16,2021,7,28,4,197,18,CRUE/SEM,3.0,7.0982752,-73.1112433,18
2021-07-16,2021,7,28,4,197,19,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-16,2021,7,28,4,197,18,CRUE/SEM,2.0,7.08915,-73.1103119,175
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.21476,-73.11418,21
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.1499873,-73.1320101,16
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.1190352,-73.127678,215
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.1131865,-73.1093454,155
2021-07-16,2021,7,28,4,197,16,CRUE/SEM,2.0,7.1140063,-73.1118512,761
2021-07-16,2021,7,28,4,197,12,CRUE/SEM,2.0,7.1290655,-73.1298292,3
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,3.0,7.1073874,-73.1364357,4
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.1198966,-73.1393156,213
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.1280736,-73.111674,17
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-16,2021,7,28,4,197,10,CRUE/SEM,2.0,7.119349,-73.1227416,0
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.1261116,-73.123905,454
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.109566,-73.1295739,8
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.109566,-73.1295739,8
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.1273297,-73.126868,231
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.1235699,-73.1262434,181
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.1296918,-73.1194356,470
2021-07-16,2021,7,28,4,197,21,CRUE/SEM,,7.0974965,-73.1143067,111
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.101602,-73.114401,918
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.1037753,-73.1438116,594
2021-07-16,2021,7,28,4,197,0,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-16,2021,7,28,4,197,19,CRUE/SEM,3.0,7.1362934,-73.1241398,314
2021-07-17,2021,7,28,5,198,0,CRUE/SEM,,7.1178498,-73.1168055,26
2021-07-17,2021,7,28,5,198,0,CRUE/SEM,,7.0883327,-73.1085326,11
2021-07-17,2021,7,28,5,198,0,CRUE/SEM,,7.109946,-73.1204279,77
2021-07-17,2021,7,28,5,198,17,CRUE/SEM,3.0,7.1179363,-73.1180672,24
2021-07-17,2021,7,28,5,198,0,CRUE/SEM,,7.1388978,-73.1299065,549
2021-07-17,2021,7,28,5,198,0,CRUE/SEM,,7.0834206,-73.1235891,395
2021-07-17,2021,7,28,5,198,0,CRUE/SEM,,7.1287471,-73.1560368,35
2021-07-17,2021,7,28,5,198,0,CRUE/SEM,,7.1269838,-73.1125547,128
2021-07-17,2021,7,28,5,198,6,CRUE/SEM,,7.1113781,-73.1144981,47
2021-07-17,2021,7,28,5,198,6,CRUE/SEM,3.0,7.1053128,-73.1139791,34
2021-07-17,2021,7,28,5,198,7,CRUE/SEM,3.0,7.1247952,-73.1225686,337
2021-07-17,2021,7,28,5,198,7,CRUE/SEM,4.0,7.1274549,-73.1191323,1
2021-07-17,2021,7,28,5,198,8,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-17,2021,7,28,5,198,8,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-17,2021,7,28,5,198,17,CRUE/SEM,3.0,7.1179363,-73.1180672,24
2021-07-17,2021,7,28,5,198,11,CRUE/SEM,3.0,7.1096436,-73.1159261,261
2021-07-17,2021,7,28,5,198,11,CRUE/SEM,3.0,7.1096436,-73.1159261,261
2021-07-17,2021,7,28,5,198,12,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-17,2021,7,28,5,198,12,CRUE/SEM,3.0,7.1346808,-73.103979,30
2021-07-17,2021,7,28,5,198,14,CRUE/SEM,3.0,7.087657,-73.129805,87
2021-07-17,2021,7,28,5,198,13,CRUE/SEM,3.0,7.1315636,-73.1254086,19
2021-07-17,2021,7,28,5,198,16,CRUE/SEM,3.0,7.1205787,-73.1353137,101
2021-07-17,2021,7,28,5,198,15,CRUE/SEM,3.0,7.1099115,-73.1296888,8
2021-07-17,2021,7,28,5,198,14,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-17,2021,7,28,5,198,16,CRUE/SEM,3.0,7.1205787,-73.1353137,101
2021-07-18,2021,7,28,6,199,7,CRUE/SEM,3.0,7.1027504,-73.167249,14
2021-07-18,2021,7,28,6,199,0,CRUE/SEM,,7.1521196,-73.1307089,381
2021-07-18,2021,7,28,6,199,0,CRUE/SEM,,7.09877,-73.1047577,769
2021-07-18,2021,7,28,6,199,1,CRUE/SEM,2.0,7.1290655,-73.1298292,3
2021-07-18,2021,7,28,6,199,4,CRUE/SEM,2.0,7.1014604,-73.124816,647
2021-07-18,2021,7,28,6,199,5,CRUE/SEM,,7.1290655,-73.1298292,3
2021-07-18,2021,7,28,6,199,6,CRUE/SEM,,7.1152154,-73.1344942,1072
2021-07-18,2021,7,28,6,199,9,CRUE/SEM,2.0,7.126238,-73.1176407,370
2021-07-18,2021,7,28,6,199,18,CRUE/SEM,,7.089364,-73.1324768,9
2021-07-18,2021,7,28,6,199,9,CRUE/SEM,,7.1210691,-73.1140992,478
2021-07-18,2021,7,28,6,199,9,CRUE/SEM,3.0,7.1560208,-73.1343967,319
2021-07-18,2021,7,28,6,199,21,CRUE/SEM,3.0,7.12775,-73.127347,185
2021-07-18,2021,7,28,6,199,20,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-18,2021,7,28,6,199,20,CRUE/SEM,2.0,7.155825,-73.136511,42
2021-07-18,2021,7,28,6,199,20,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-18,2021,7,28,6,199,19,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-18,2021,7,28,6,199,18,CRUE/SEM,3.0,7.1580844,-73.132212,758
2021-07-18,2021,7,28,6,199,17,CRUE/SEM,,7.1496461,-73.1480925,90
2021-07-18,2021,7,28,6,199,14,CRUE/SEM,,7.1138011,-73.1327436,999
2021-07-18,2021,7,28,6,199,13,CRUE/SEM,,7.0996939,-73.1073169,29
2021-07-18,2021,7,28,6,199,12,CRUE/SEM,,7.1099576,-73.1081185,1432
2021-07-18,2021,7,28,6,199,11,CRUE/SEM,2.0,7.1360412,-73.1153907,642
2021-07-18,2021,7,28,6,199,11,CRUE/SEM,3.0,7.1360412,-73.1153907,642
2021-07-18,2021,7,28,6,199,19,CRUE/SEM,,7.14283,-73.06717,143
2021-07-19,2021,7,29,0,200,21,CRUE/SEM,3.0,7.1364635,-73.1318874,62
2021-07-19,2021,7,29,0,200,23,CRUE/SEM,,7.1521196,-73.1307089,381
2021-07-19,2021,7,29,0,200,23,CRUE/SEM,,7.1142133,-73.1115883,761
2021-07-19,2021,7,29,0,200,23,CRUE/SEM,3.0,7.1521196,-73.1307089,381
2021-07-19,2021,7,29,0,200,18,CRUE/SEM,2.0,7.1313348,-73.1301084,229
2021-07-19,2021,7,29,0,200,19,CRUE/SEM,,7.1487272,-73.1400784,39
2021-07-19,2021,7,29,0,200,21,CRUE/SEM,,7.1184187,-73.1274345,511
2021-07-19,2021,7,29,0,200,18,CRUE/SEM,3.0,7.1313348,-73.1301084,229
2021-07-19,2021,7,29,0,200,2,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-19,2021,7,29,0,200,2,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-07-19,2021,7,29,0,200,9,CRUE/SEM,,7.1223181,-73.119355,440
2021-07-19,2021,7,29,0,200,10,CRUE/SEM,,7.1239388,-73.1216903,689
2021-07-19,2021,7,29,0,200,11,CRUE/SEM,,7.1530817,-73.1429376,237
2021-07-19,2021,7,29,0,200,11,CRUE/SEM,,7.1142855,-73.1302479,318
2021-07-19,2021,7,29,0,200,11,CRUE/SEM,,7.107637,-73.1120289,664
2021-07-19,2021,7,29,0,200,11,CRUE/SEM,,7.1268961,-73.128573,693
2021-07-19,2021,7,29,0,200,11,CRUE/SEM,,7.1148951,-73.1258367,32
2021-07-19,2021,7,29,0,200,12,CRUE/SEM,,7.1280736,-73.111674,17
2021-07-19,2021,7,29,0,200,14,CRUE/SEM,,7.1212475,-73.1091199,614
2021-07-19,2021,7,29,0,200,15,CRUE/SEM,3.0,7.119349,-73.1227416,0
2021-07-19,2021,7,29,0,200,15,CRUE/SEM,3.0,7.1198331,-73.1279256,420
2021-07-19,2021,7,29,0,200,15,CRUE/SEM,,7.1163468,-73.1097316,479
2021-07-19,2021,7,29,0,200,15,CRUE/SEM,,7.1267229,-73.1139724,631
2021-07-19,2021,7,29,0,200,16,CRUE/SEM,3.0,7.1089782,-73.1155559,399
2021-07-19,2021,7,29,0,200,11,CRUE/SEM,,7.114425,-73.1250874,32
2021-07-19,2021,7,29,0,200,17,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-19,2021,7,29,0,200,17,CRUE/SEM,,7.1145678,-73.1306618,79
2021-07-19,2021,7,29,0,200,4,CRUE/SEM,3.0,7.1241079,-73.1110294,183
2021-07-19,2021,7,29,0,200,18,CRUE/SEM,,7.1211164,-73.1277129,374
2021-07-19,2021,7,29,0,200,2,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-19,2021,7,29,0,200,7,CRUE/SEM,3.0,7.0896637,-73.1071965,180
2021-07-19,2021,7,29,0,200,7,CRUE/SEM,,7.1274549,-73.1191323,1
2021-07-19,2021,7,29,0,200,6,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-19,2021,7,29,0,200,7,CRUE/SEM,3.0,7.0969584,-73.1259309,200
2021-07-19,2021,7,29,0,200,8,CRUE/SEM,,7.1189206,-73.1213358,122
2021-07-19,2021,7,29,0,200,18,CRUE/SEM,3.0,7.1238824,-73.1101419,747
2021-07-19,2021,7,29,0,200,18,CRUE/SEM,,7.1254834,-73.1219674,6
2021-07-19,2021,7,29,0,200,17,CRUE/SEM,,7.1207961,-73.1263672,336
2021-07-19,2021,7,29,0,200,7,CRUE/SEM,,7.12809,-73.1297,340
2021-07-19,2021,7,29,0,200,17,CRUE/SEM,,7.1380691,-73.1281673,831
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.1037753,-73.1438116,594
2021-07-20,2021,7,29,1,201,17,CRUE/SEM,2.0,7.110472,-73.1194085,5
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.1039319,-73.1107608,22
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.1121364,-73.1314608,291
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.1198966,-73.1393156,213
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.1280736,-73.111674,17
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.1261116,-73.123905,454
2021-07-20,2021,7,29,1,201,10,CRUE/SEM,2.0,7.119349,-73.1227416,0
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.109566,-73.1295739,8
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.109566,-73.1295739,8
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.1273297,-73.126868,231
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.1235699,-73.1262434,181
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.1099115,-73.1296888,8
2021-07-20,2021,7,29,1,201,18,CRUE/SEM,,7.1341083,-73.1241296,600
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-20,2021,7,29,1,201,17,CRUE/SEM,2.0,7.1577866,-73.1309354,493
2021-07-20,2021,7,29,1,201,18,CRUE/SEM,2.0,7.1120746,-73.1125005,719
2021-07-20,2021,7,29,1,201,17,CRUE/SEM,2.0,7.1577866,-73.1309354,493
2021-07-20,2021,7,29,1,201,19,CRUE/SEM,,7.1208293,-73.1283874,118
2021-07-20,2021,7,29,1,201,20,CRUE/SEM,,7.1530144,-73.1416728,682
2021-07-20,2021,7,29,1,201,20,CRUE/SEM,3.0,7.1128157,-73.1291864,46
2021-07-20,2021,7,29,1,201,20,CRUE/SEM,,7.1046421,-73.1178981,165
2021-07-20,2021,7,29,1,201,21,CRUE/SEM,,7.1370872,-73.1194623,1150
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.1155403,-73.1085182,178
2021-07-20,2021,7,29,1,201,22,CRUE/SEM,3.0,7.1169999,-73.1314882,310
2021-07-20,2021,7,29,1,201,22,CRUE/SEM,3.0,7.1132689,-73.1094402,155
2021-07-20,2021,7,29,1,201,21,CRUE/SEM,,7.1254834,-73.1219674,6
2021-07-20,2021,7,29,1,201,16,CRUE/SEM,2.0,7.119349,-73.1227416,0
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.1069656,-73.0989718,254
2021-07-20,2021,7,29,1,201,0,CRUE/SEM,,7.119349,-73.1227416,0
2021-07-21,2021,7,29,2,202,0,CRUE/SEM,,7.0883327,-73.1085326,11
2021-07-21,2021,7,29,2,202,0,CRUE/SEM,,7.1388978,-73.1299065,549
2021-07-21,2021,7,29,2,202,0,CRUE/SEM,,7.122748,-73.1113997,104
2021-07-21,2021,7,29,2,202,0,CRUE/SEM,,7.107558,-73.13487,151
2021-07-21,2021,7,29,2,202,0,CRUE/SEM,,7.1322471,-73.1216464,442
